candidate_id,is_honeypot,honeypot_reasons
CAND_0000001,False,
CAND_0000002,False,
CAND_0000003,False,
CAND_0000004,False,
CAND_0000005,False,
CAND_0000006,False,
CAND_0000007,False,
CAND_0000008,False,
CAND_0000009,False,
CAND_0000010,False,
CAND_0000011,False,
CAND_0000012,False,
CAND_0000013,False,
CAND_0000014,False,
CAND_0000015,False,
CAND_0000016,False,
CAND_0000017,False,
CAND_0000018,False,
CAND_0000019,False,
CAND_0000020,False,
CAND_0000021,False,
CAND_0000022,False,
CAND_0000023,False,
CAND_0000024,False,
CAND_0000025,False,
CAND_0000026,False,
CAND_0000027,False,
CAND_0000028,False,
CAND_0000029,False,
CAND_0000030,False,
CAND_0000031,False,
CAND_0000032,False,
CAND_0000033,False,
CAND_0000034,False,
CAND_0000035,False,
CAND_0000036,False,
CAND_0000037,False,
CAND_0000038,False,
CAND_0000039,False,
CAND_0000040,False,
CAND_0000041,False,
CAND_0000042,False,
CAND_0000043,False,
CAND_0000044,False,
CAND_0000045,False,
CAND_0000046,False,
CAND_0000047,False,
CAND_0000048,False,
CAND_0000049,False,
CAND_0000050,False,
CAND_0000051,False,
CAND_0000052,False,
CAND_0000053,False,
CAND_0000054,False,
CAND_0000055,False,
CAND_0000056,False,
CAND_0000057,False,
CAND_0000058,False,
CAND_0000059,False,
CAND_0000060,False,
CAND_0000061,False,
CAND_0000062,False,
CAND_0000063,False,
CAND_0000064,False,
CAND_0000065,False,
CAND_0000066,False,
CAND_0000067,False,
CAND_0000068,False,
CAND_0000069,False,
CAND_0000070,False,
CAND_0000071,False,
CAND_0000072,False,
CAND_0000073,False,
CAND_0000074,False,
CAND_0000075,False,
CAND_0000076,False,
CAND_0000077,False,
CAND_0000078,False,
CAND_0000079,False,
CAND_0000080,False,
CAND_0000081,False,
CAND_0000082,False,
CAND_0000083,False,
CAND_0000084,False,
CAND_0000085,False,
CAND_0000086,False,
CAND_0000087,False,
CAND_0000088,False,
CAND_0000089,False,
CAND_0000090,False,
CAND_0000091,False,
CAND_0000092,False,
CAND_0000093,False,
CAND_0000094,False,
CAND_0000095,False,
CAND_0000096,False,
CAND_0000097,False,
CAND_0000098,False,
CAND_0000099,False,
CAND_0000100,False,
CAND_0000101,False,
CAND_0000102,False,
CAND_0000103,False,
CAND_0000104,False,
CAND_0000105,False,
CAND_0000106,False,
CAND_0000107,False,
CAND_0000108,False,
CAND_0000109,False,
CAND_0000110,False,
CAND_0000111,False,
CAND_0000112,False,
CAND_0000113,False,
CAND_0000114,False,
CAND_0000115,False,
CAND_0000116,False,
CAND_0000117,False,
CAND_0000118,False,
CAND_0000119,False,
CAND_0000120,False,
CAND_0000121,False,
CAND_0000122,False,
CAND_0000123,False,
CAND_0000124,False,
CAND_0000125,False,
CAND_0000126,False,
CAND_0000127,False,
CAND_0000128,False,
CAND_0000129,False,
CAND_0000130,False,
CAND_0000131,False,
CAND_0000132,False,
CAND_0000133,False,
CAND_0000134,False,
CAND_0000135,False,
CAND_0000136,False,
CAND_0000137,False,
CAND_0000138,False,
CAND_0000139,False,
CAND_0000140,False,
CAND_0000141,False,
CAND_0000142,False,
CAND_0000143,False,
CAND_0000144,False,
CAND_0000145,False,
CAND_0000146,False,
CAND_0000147,False,
CAND_0000148,False,
CAND_0000149,False,
CAND_0000150,False,
CAND_0000151,False,
CAND_0000152,False,
CAND_0000153,False,
CAND_0000154,False,
CAND_0000155,False,
CAND_0000156,False,
CAND_0000157,False,
CAND_0000158,False,
CAND_0000159,False,
CAND_0000160,False,
CAND_0000161,False,
CAND_0000162,False,
CAND_0000163,False,
CAND_0000164,False,
CAND_0000165,False,
CAND_0000166,False,
CAND_0000167,False,
CAND_0000168,False,
CAND_0000169,False,
CAND_0000170,False,
CAND_0000171,False,
CAND_0000172,False,
CAND_0000173,False,
CAND_0000174,False,
CAND_0000175,False,
CAND_0000176,False,
CAND_0000177,False,
CAND_0000178,False,
CAND_0000179,False,
CAND_0000180,False,
CAND_0000181,False,
CAND_0000182,False,
CAND_0000183,False,
CAND_0000184,False,
CAND_0000185,False,
CAND_0000186,False,
CAND_0000187,False,
CAND_0000188,False,
CAND_0000189,False,
CAND_0000190,False,
CAND_0000191,False,
CAND_0000192,False,
CAND_0000193,False,
CAND_0000194,False,
CAND_0000195,False,
CAND_0000196,False,
CAND_0000197,False,
CAND_0000198,False,
CAND_0000199,False,
CAND_0000200,False,
CAND_0000201,False,
CAND_0000202,False,
CAND_0000203,False,
CAND_0000204,False,
CAND_0000205,False,
CAND_0000206,False,
CAND_0000207,False,
CAND_0000208,False,
CAND_0000209,False,
CAND_0000210,False,
CAND_0000211,False,
CAND_0000212,False,
CAND_0000213,False,
CAND_0000214,False,
CAND_0000215,False,
CAND_0000216,False,
CAND_0000217,False,
CAND_0000218,False,
CAND_0000219,False,
CAND_0000220,False,
CAND_0000221,False,
CAND_0000222,False,
CAND_0000223,False,
CAND_0000224,False,
CAND_0000225,False,
CAND_0000226,False,
CAND_0000227,False,
CAND_0000228,False,
CAND_0000229,False,
CAND_0000230,False,
CAND_0000231,False,
CAND_0000232,False,
CAND_0000233,False,
CAND_0000234,False,
CAND_0000235,False,
CAND_0000236,False,
CAND_0000237,False,
CAND_0000238,False,
CAND_0000239,False,
CAND_0000240,False,
CAND_0000241,False,
CAND_0000242,False,
CAND_0000243,False,
CAND_0000244,False,
CAND_0000245,False,
CAND_0000246,False,
CAND_0000247,False,
CAND_0000248,False,
CAND_0000249,False,
CAND_0000250,False,
CAND_0000251,False,
CAND_0000252,False,
CAND_0000253,False,
CAND_0000254,False,
CAND_0000255,False,
CAND_0000256,False,
CAND_0000257,False,
CAND_0000258,False,
CAND_0000259,False,
CAND_0000260,False,
CAND_0000261,False,
CAND_0000262,False,
CAND_0000263,False,
CAND_0000264,False,
CAND_0000265,False,
CAND_0000266,False,
CAND_0000267,False,
CAND_0000268,False,
CAND_0000269,False,
CAND_0000270,False,
CAND_0000271,False,
CAND_0000272,False,
CAND_0000273,False,
CAND_0000274,False,
CAND_0000275,False,
CAND_0000276,False,
CAND_0000277,False,
CAND_0000278,False,
CAND_0000279,False,
CAND_0000280,False,
CAND_0000281,False,
CAND_0000282,False,
CAND_0000283,False,
CAND_0000284,False,
CAND_0000285,False,
CAND_0000286,False,
CAND_0000287,False,
CAND_0000288,False,
CAND_0000289,False,
CAND_0000290,False,
CAND_0000291,False,
CAND_0000292,False,
CAND_0000293,False,
CAND_0000294,False,
CAND_0000295,False,
CAND_0000296,False,
CAND_0000297,False,
CAND_0000298,False,
CAND_0000299,False,
CAND_0000300,False,
CAND_0000301,False,
CAND_0000302,False,
CAND_0000303,False,
CAND_0000304,False,
CAND_0000305,False,
CAND_0000306,False,
CAND_0000307,False,
CAND_0000308,False,
CAND_0000309,False,
CAND_0000310,False,
CAND_0000311,False,
CAND_0000312,False,
CAND_0000313,False,
CAND_0000314,False,
CAND_0000315,False,
CAND_0000316,False,
CAND_0000317,False,
CAND_0000318,False,
CAND_0000319,False,
CAND_0000320,False,
CAND_0000321,False,
CAND_0000322,False,
CAND_0000323,False,
CAND_0000324,False,
CAND_0000325,False,
CAND_0000326,False,
CAND_0000327,False,
CAND_0000328,False,
CAND_0000329,False,
CAND_0000330,False,
CAND_0000331,False,
CAND_0000332,False,
CAND_0000333,False,
CAND_0000334,False,
CAND_0000335,False,
CAND_0000336,False,
CAND_0000337,False,
CAND_0000338,False,
CAND_0000339,False,
CAND_0000340,False,
CAND_0000341,False,
CAND_0000342,False,
CAND_0000343,False,
CAND_0000344,False,
CAND_0000345,False,
CAND_0000346,False,
CAND_0000347,False,
CAND_0000348,False,
CAND_0000349,False,
CAND_0000350,False,
CAND_0000351,False,
CAND_0000352,False,
CAND_0000353,False,
CAND_0000354,False,
CAND_0000355,False,
CAND_0000356,False,
CAND_0000357,False,
CAND_0000358,False,
CAND_0000359,False,
CAND_0000360,False,
CAND_0000361,False,
CAND_0000362,False,
CAND_0000363,False,
CAND_0000364,False,
CAND_0000365,False,
CAND_0000366,False,
CAND_0000367,False,
CAND_0000368,False,
CAND_0000369,False,
CAND_0000370,False,
CAND_0000371,False,
CAND_0000372,False,
CAND_0000373,False,
CAND_0000374,False,
CAND_0000375,False,
CAND_0000376,False,
CAND_0000377,False,
CAND_0000378,False,
CAND_0000379,False,
CAND_0000380,False,
CAND_0000381,False,
CAND_0000382,False,
CAND_0000383,False,
CAND_0000384,False,
CAND_0000385,False,
CAND_0000386,False,
CAND_0000387,False,
CAND_0000388,False,
CAND_0000389,False,
CAND_0000390,False,
CAND_0000391,False,
CAND_0000392,False,
CAND_0000393,False,
CAND_0000394,False,
CAND_0000395,False,
CAND_0000396,False,
CAND_0000397,False,
CAND_0000398,False,
CAND_0000399,False,
CAND_0000400,False,
CAND_0000401,False,
CAND_0000402,False,
CAND_0000403,False,
CAND_0000404,False,
CAND_0000405,False,
CAND_0000406,False,
CAND_0000407,False,
CAND_0000408,False,
CAND_0000409,False,
CAND_0000410,False,
CAND_0000411,False,
CAND_0000412,False,
CAND_0000413,False,
CAND_0000414,False,
CAND_0000415,False,
CAND_0000416,False,
CAND_0000417,False,
CAND_0000418,False,
CAND_0000419,False,
CAND_0000420,False,
CAND_0000421,False,
CAND_0000422,False,
CAND_0000423,False,
CAND_0000424,False,
CAND_0000425,False,
CAND_0000426,False,
CAND_0000427,False,
CAND_0000428,False,
CAND_0000429,False,
CAND_0000430,False,
CAND_0000431,False,
CAND_0000432,False,
CAND_0000433,False,
CAND_0000434,False,
CAND_0000435,False,
CAND_0000436,False,
CAND_0000437,False,
CAND_0000438,False,
CAND_0000439,False,
CAND_0000440,False,
CAND_0000441,False,
CAND_0000442,False,
CAND_0000443,False,
CAND_0000444,False,
CAND_0000445,False,
CAND_0000446,False,
CAND_0000447,False,
CAND_0000448,False,
CAND_0000449,False,
CAND_0000450,False,
CAND_0000451,False,
CAND_0000452,False,
CAND_0000453,False,
CAND_0000454,False,
CAND_0000455,False,
CAND_0000456,False,
CAND_0000457,False,
CAND_0000458,False,
CAND_0000459,False,
CAND_0000460,False,
CAND_0000461,False,
CAND_0000462,False,
CAND_0000463,False,
CAND_0000464,False,
CAND_0000465,False,
CAND_0000466,False,
CAND_0000467,False,
CAND_0000468,False,
CAND_0000469,False,
CAND_0000470,False,
CAND_0000471,False,
CAND_0000472,False,
CAND_0000473,False,
CAND_0000474,False,
CAND_0000475,False,
CAND_0000476,False,
CAND_0000477,False,
CAND_0000478,False,
CAND_0000479,False,
CAND_0000480,False,
CAND_0000481,False,
CAND_0000482,False,
CAND_0000483,False,
CAND_0000484,False,
CAND_0000485,False,
CAND_0000486,False,
CAND_0000487,False,
CAND_0000488,False,
CAND_0000489,False,
CAND_0000490,False,
CAND_0000491,False,
CAND_0000492,False,
CAND_0000493,False,
CAND_0000494,False,
CAND_0000495,False,
CAND_0000496,False,
CAND_0000497,False,
CAND_0000498,False,
CAND_0000499,False,
CAND_0000500,False,
CAND_0000501,False,
CAND_0000502,False,
CAND_0000503,False,
CAND_0000504,False,
CAND_0000505,False,
CAND_0000506,False,
CAND_0000507,False,
CAND_0000508,False,
CAND_0000509,False,
CAND_0000510,False,
CAND_0000511,False,
CAND_0000512,False,
CAND_0000513,False,
CAND_0000514,False,
CAND_0000515,False,
CAND_0000516,False,
CAND_0000517,False,
CAND_0000518,False,
CAND_0000519,False,
CAND_0000520,False,
CAND_0000521,False,
CAND_0000522,False,
CAND_0000523,False,
CAND_0000524,False,
CAND_0000525,False,
CAND_0000526,False,
CAND_0000527,False,
CAND_0000528,False,
CAND_0000529,False,
CAND_0000530,False,
CAND_0000531,False,
CAND_0000532,False,
CAND_0000533,False,
CAND_0000534,False,
CAND_0000535,False,
CAND_0000536,False,
CAND_0000537,False,
CAND_0000538,False,
CAND_0000539,False,
CAND_0000540,False,
CAND_0000541,False,
CAND_0000542,False,
CAND_0000543,False,
CAND_0000544,False,
CAND_0000545,False,
CAND_0000546,False,
CAND_0000547,False,
CAND_0000548,False,
CAND_0000549,False,
CAND_0000550,False,
CAND_0000551,False,
CAND_0000552,False,
CAND_0000553,False,
CAND_0000554,False,
CAND_0000555,False,
CAND_0000556,False,
CAND_0000557,False,
CAND_0000558,False,
CAND_0000559,False,
CAND_0000560,False,
CAND_0000561,False,
CAND_0000562,False,
CAND_0000563,False,
CAND_0000564,False,
CAND_0000565,False,
CAND_0000566,False,
CAND_0000567,False,
CAND_0000568,False,
CAND_0000569,False,
CAND_0000570,False,
CAND_0000571,False,
CAND_0000572,False,
CAND_0000573,False,
CAND_0000574,False,
CAND_0000575,False,
CAND_0000576,False,
CAND_0000577,False,
CAND_0000578,False,
CAND_0000579,False,
CAND_0000580,False,
CAND_0000581,False,
CAND_0000582,False,
CAND_0000583,False,
CAND_0000584,False,
CAND_0000585,False,
CAND_0000586,False,
CAND_0000587,False,
CAND_0000588,False,
CAND_0000589,False,
CAND_0000590,False,
CAND_0000591,False,
CAND_0000592,False,
CAND_0000593,False,
CAND_0000594,False,
CAND_0000595,False,
CAND_0000596,False,
CAND_0000597,False,
CAND_0000598,False,
CAND_0000599,False,
CAND_0000600,False,
CAND_0000601,False,
CAND_0000602,False,
CAND_0000603,False,
CAND_0000604,False,
CAND_0000605,False,
CAND_0000606,False,
CAND_0000607,False,
CAND_0000608,False,
CAND_0000609,False,
CAND_0000610,False,
CAND_0000611,False,
CAND_0000612,False,
CAND_0000613,False,
CAND_0000614,False,
CAND_0000615,False,
CAND_0000616,False,
CAND_0000617,False,
CAND_0000618,False,
CAND_0000619,False,
CAND_0000620,False,
CAND_0000621,False,
CAND_0000622,False,
CAND_0000623,False,
CAND_0000624,False,
CAND_0000625,False,
CAND_0000626,False,
CAND_0000627,False,
CAND_0000628,False,
CAND_0000629,False,
CAND_0000630,False,
CAND_0000631,False,
CAND_0000632,False,
CAND_0000633,False,
CAND_0000634,False,
CAND_0000635,False,
CAND_0000636,False,
CAND_0000637,False,
CAND_0000638,False,
CAND_0000639,False,
CAND_0000640,False,
CAND_0000641,False,
CAND_0000642,False,
CAND_0000643,False,
CAND_0000644,False,
CAND_0000645,False,
CAND_0000646,False,
CAND_0000647,False,
CAND_0000648,False,
CAND_0000649,False,
CAND_0000650,False,
CAND_0000651,False,
CAND_0000652,False,
CAND_0000653,False,
CAND_0000654,False,
CAND_0000655,False,
CAND_0000656,False,
CAND_0000657,False,
CAND_0000658,False,
CAND_0000659,False,
CAND_0000660,False,
CAND_0000661,False,
CAND_0000662,False,
CAND_0000663,False,
CAND_0000664,False,
CAND_0000665,False,
CAND_0000666,False,
CAND_0000667,False,
CAND_0000668,False,
CAND_0000669,False,
CAND_0000670,False,
CAND_0000671,False,
CAND_0000672,False,
CAND_0000673,False,
CAND_0000674,False,
CAND_0000675,False,
CAND_0000676,False,
CAND_0000677,False,
CAND_0000678,False,
CAND_0000679,False,
CAND_0000680,False,
CAND_0000681,False,
